Source,Link,Headline,Description,Date,Timestamp,Topic,Author,Region,Article_Content
TRT World,https://www.trtworld.com/europe/ukraine-detains-russian-tanker-moscow-warns-of-consequences-12727476,"Ukraine detains Russian tanker, Moscow warns of consequences","Russia threatened ""there will soon be consequences"" if any Russian members of the crew of the tanker detained by Kiev were ""taken hostage.""",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/nine-killed-in-ukraine-hotel-fire-12728010,Nine killed in Ukraine hotel fire,The fire in the port city of Odessa led authorities to launch a country-wide inspection of safety regulations in holiday resorts and hotels in the country.,5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraines-zelenskiy-visits-frontline-positions-in-luhansk-region-12726225,Ukraine's Zelenskiy visits frontline positions in Luhansk region,"Ukraine's new President Volodymyr Zelenskiy visited military positions in the country's east, where the army has been fighting Russia-backed separatists for five years. Zelenskiy was inaugurated a week ago.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/turkiye/erdogan-denounces-russias-annexation-of-crimea-12733981,Erdogan denounces Russia's annexation of Crimea,"Turkish President Erdogan meets Ukrainian President Volodymyr Zelenskiy in Kiev, voices support for Ukraine's territorial integrity.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/magazine/ukraine-international-airlines-flight-752-the-questions-that-need-answers-12735404,Ukraine International Airlines Flight 752: The questions that need answers,Western officials say that the flight was brought down by a missile fired by the Iranians while Tehran insists that the likely cause was a mechanical failure.,5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/middle-east/fast-and-deadly-missile-system-suspected-of-bringing-down-ukraine-boeing-12735412,Fast and deadly: missile system suspected of bringing down Ukraine Boeing,"As more information emerges on the tragic Ukrainian passenger jet crash in Iran, it appears the plane may have been accidentally shot down by an Iranian anti-aircraft missile, possibly a Tor-M1.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/asia/iran-accidentally-shot-down-ukraine-airliner-us-canadian-uk-leaders-12735428,"Iran 'accidentally' shot down Ukraine airliner – US, Canadian, UK leaders","Iran rules out a missile strike as the cause of a Ukrainian passenger plane crash, saying such a scenario made ""no sense,"" as US media citing officials report the plane was mistakenly downed by Iran during confrontation with US.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/turkiye/erdogan-and-putin-inaugurate-turkstream-pipeline-12735511,Erdogan and Putin inaugurate TurkStream pipeline,The Turkish and Russian presidents formally launched TurkStream gas pipeline which will carry Russian natural gas to southern Europe through Turkey. The project is part of Moscow's efforts to reduce shipments via Ukraine.,5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/business/russias-gazprom-pays-dollar29b-to-ukraines-naftogaz-12736091,Russia's Gazprom pays $2.9B to Ukraine's Naftogaz,Gazprom said Naftogaz of Ukraine has confirmed receipt of $2.918 billion in compensation from Gazprom in compliance with the 2018 Stockholm Arbitration's award.,5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-rivals-exchange-200-prisoners-in-controversial-swap-12736079,Ukraine rivals exchange 200 prisoners in controversial swap,"Ukrainian government forces and pro-Russian separatists in eastern regions completed the prisoner swap, exchanging all remaining detainees in the five-year conflict.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/zelenskiys-party-in-spotlight-as-ukraine-holds-snap-parliament-election-12727373,Zelenskiy's party in spotlight as Ukraine holds snap parliament election,"President Volodymyr Zelenskiy dissolved the Verkhovna Rada during his swearing-in ceremony in May, triggering snap polls.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-presidents-party-on-course-to-win-majority-in-new-parliament-12727389,Ukraine president's party on course to win majority in new parliament,"The Servant of the People party has the largest share in votes counted as yet in the snap parliamentary election, according to the election commission.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/zelenskiys-party-wins-record-score-in-ukraine-vote-exit-polls-12727384,Zelenskiy's party wins record score in Ukraine vote - exit polls,"Zelenskiy's Servant of the People party — named after the sitcom he starred in before his shock presidential win in April — took 43.9 percent of the vote in Sunday's election, according to combined figures from three pollsters.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/council-of-europe-assembly-authorises-russias-return-12726843,Council of Europe assembly authorises Russia's return,Council of Europe member states have agreed that Russia could present a delegation from Tuesday despite strong opposition from Ukraine.,5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-separatists-begin-troop-pullback-12730224,"Ukraine, separatists begin troop pullback",Ukraine begins to withdraw troops and weapons from the contact line following OSCE disengagement agreement.,5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-wont-interfere-in-trump-impeachment-probe-president-zelenskiy-12729803,Ukraine 'won't interfere' in Trump impeachment probe - President Zelenskiy,House Intelligence Committee Chairman Adam Schiff citing witnesses says that US President Donald Trump's phone call with Ukranian President Volodymyr Zelenskiy was planned in advance and then followed up.,5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/opinion/ukraines-descent-into-partisan-ping-pong-in-the-us-benefits-russia-12732374,Ukraine's descent into partisan ping pong in the US benefits Russia,"Impeachment proceedings in the US are obscuring US foreign policy on Ukraine, and only one victor will emerge from this scenario: Russia.",5 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraines-zelenskyy-vows-to-do-all-he-can-to-bring-back-crimea-12761949,Ukraine's Zelenskyy vows to do all he can to bring back Crimea,Top officials from 46 countries and blocs are taking part in a summit to discuss the issue of Russia's Crimea's annexation in 2014.,3 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/business/russias-gazprom-completes-nord-stream-2-gas-pipeline-construction-12761468,Russia's Gazprom completes Nord Stream 2 gas pipeline construction,Energy giant Gazprom announces completion of controversial subsea pipeline to Germany that will allow Moscow to increase its gas exporting capability and bypass Ukraine.,3 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/biden-gives-no-assurance-to-ukraines-zelensky-on-nato-membership-12761736,Biden gives no assurance to Ukraine's Zelensky on NATO membership,But the US president has assured his administration's support to Ukraine in face of Russian aggression.,3 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/eu-recognises-covid-certificates-from-turkey-ukraine-and-north-macedonia-12762023,"EU recognises Covid certificates from Turkey, Ukraine and North Macedonia","The EU already has an equivalence agreement with non-member Switzerland and has been working for some time to set up a mutually recognised system with the United States, so far with little progress.",3 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-calls-russias-gas-pipeline-dangerous-geopolitical-weapon-12761962,Ukraine calls Russia's gas pipeline 'dangerous geopolitical weapon',"German Chancellor Angela Merkel visits Kiev to meet with Ukraine President Volodymyr Zelenskiy, an ally she has supported in conflict with pro-Russia separatists but has also disappointed him with her appetite for Russian gas.",3 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukrainian-soldier-killed-by-rebel-fire-amid-rising-tensions-with-russia-12759809,Ukrainian soldier killed by rebel fire amid rising tensions with Russia,US Secretary of State Antony Blinken warns of “consequences” if Russia acts “aggressively” towards Ukraine amid rising alarm over Russian troop build-up on the border of the former Soviet republic.,4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/opinion/is-russia-about-to-launch-a-new-offensive-in-ukraine-12759967,Is Russia about to launch a new offensive in Ukraine?,Russia's provocations are not going unheard in the West where tangible support for Ukraine is only increasing.,4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-accuses-russia-of-openly-threatening-destruction-12759710,Ukraine accuses Russia of 'openly' threatening destruction,Ukraine's foreign minister says Moscow's actions and statements are aimed at escalating military tensions and undermining diplomatic efforts to resolve the Russian-Ukrainian conflict.,3 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/us-to-send-warships-to-black-sea-as-tensions-rise-in-ukraines-donbass-12759877,US to send warships to Black Sea as tensions rise in Ukraine's Donbass,"Russia's deputy foreign minister raised concerns over what he said was increasing Black Sea naval activity by powers that did not have a coastline in the region, an apparent reference to the United States.",4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-president-visits-frontline-amid-unease-over-russian-troop-movement-12759902,Ukraine president visits frontline amid unease over Russian troop movement,"Russia has built up troops along the border, raising fears of a major escalation in the long-running conflict in Ukraine's mainly Russian-speaking east.",4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-seeks-rapid-nato-membership-amid-tensions-with-russia-12759970,Ukraine seeks rapid NATO membership amid tensions with Russia,"Ukrainian President Zelenskiy calls on NATO member states to strengthen their military presence in the Black Sea region to act as a ""powerful deterrent"" to Russia. Kremlin says NATO membership for Ukraine would do no good in resolving the conflict.",4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/asia/russia-warns-us-nato-against-ukraine-troop-deployment-12760078,"Russia warns US, NATO against Ukraine troop deployment","NATO and Kiev have warned Russia against building up troops near eastern Ukraine, prompting Kremlin spokesperson Dmitry Peskov to threaten Western countries with force if they send troops to join the fray.",4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/europe/ukraine-files-eu-rights-case-against-russia-for-state-sanctioned-hits-12747163,Ukraine files EU rights case against Russia for state-sanctioned hits,Kiev has accused Moscow of targeted “assassinations of perceived opponents” in Russia and other countries.,4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/turkiye/turkey-brings-back-two-senior-feto-members-from-ukraine-12751971,Turkey brings back two senior FETO members from Ukraine,"Salih Fidan and Samet Gure, who were handling the terror group's activities in Iraq, were arrested while trying to illegally cross the Ukraine-Poland border.",4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
TRT World,https://www.trtworld.com/opinion/trumps-cynical-ploys-a-straight-line-from-the-middle-east-to-dc-12751809,Trump's cynical ploys: a straight line from the Middle East to DC,"US President Donald Trump's leadership bears responsibility for both the recent sack of the US Congress, and the downing of Ukraine Air flight 752 exactly a year ago.",4 YEARS AGO,2024-10-13 17:31:25.337956,Ukraine War,-,Ukraine,-
