,Source,Link,Headline,Description,Date,Timestamp,Topic,Author,Region,Article_Content
346,CNN,https://www.cnn.com/2024/06/07/world/video/pleitgen-pkg-060702a-seg1-cnni-world-fast,Putin not invited to D-Day commemorations,Fred Pleitgen reports on Ukraine’s president Zelensky comparing Ukraine’s struggle in its war with Russia to the Allies’ war against Nazi Germany. ,"Jun 7, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
347,CNN,https://www.cnn.com/2024/06/07/world/video/europe-elections-far-right-rhetoric-sebastian-pkg-digvid,"From anti-immigrant rhetoric to openly Islamaphobic materials, this is how Europe's far-right is trying to win over voters",Europe’s far-right are no longer on the fringes of European politics. They are eyeing significant gains in this weekend’s European Parliament elections and are using that moment to step up the inflammatory rhetoric. CNN’s Clare Sebastian ...,"Jun 10, 2024",2024-10-13 13:35:14.878622,Ukraine War,Clare Sebastian,Ukraine,
349,CNN,https://www.cnn.com/2024/06/06/world/video/robertson-putin-snub-d-day-060611aseg1-cnni-world-fast,Biden ties D-Day to Russian invasion of Ukraine,CNN’s Nic Robertson looks at how Russian President Vladimir Putin was noticeably absent from the D-Day ceremonies.,"Jun 6, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
350,CNN,https://www.cnn.com/2024/06/06/world/video/the-cranes-call-ukraine-war-film-amanpour,Hunting down evidence of Russian war crimes in 'The Cranes Call',Director Laura Warner and producer Evan Williams talk to Bianna Golodryga about their new documentary “The Cranes Call” which follows the efforts of investigators to find evidence of Russian war crimes across Ukraine.,"Jun 6, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
352,CNN,https://www.cnn.com/2024/06/06/world/video/eu-guest-intvw-fst-060303aseg1-cnni-world-fast,European voters choosing members of parliament in 27 countries,373 million people across the European Union are eligible to vote in elections for the next European Parliament. Rosemary Church talks to European affairs expert Maria Demertzis about what’s at stake.,"Jun 6, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
355,CNN,https://www.cnn.com/2024/06/05/world/video/slovenia-palestinian-statehood-fajon-intv-cnni-world-fast,Slovenia's Foreign Minister speaks to CNN as Slovenia recognizes Palestinian statehood,Slovenian Foreign Minister Tanja Fajon speaks to Isa Soares about Slovenia’s decision to recognize Palestinian statehood.,"Jun 5, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
357,CNN,https://www.cnn.com/2024/06/05/world/video/eu-election-preview-pkg-nadeau-fst-06051aseg02-cnni-world-fast,European parliament election begins Thursday,The second largest election in the world starts on Thursday. 27 European member states will choose lawmakers for the European parliament. CNN’s Barbie Nadeau reports.,"Jun 5, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
362,CNN,https://www.cnn.com/2024/06/03/tv/video/amanpour-hour-landler-freedland-2024-ukraine,'I think they need to talk to their candidate': Political journalists break down Biden campaign's economy problem,Guardian columnist Jonathan Freedland and New York Times London bureau chief Mark Landler look at challenges to the Biden White House both foreign and domestic.,"Jun 3, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
363,CNN,https://www.cnn.com/2024/06/03/tv/video/south-africa-elections-tessa-dooms,South Africa's stunner election: Why the ANC lost its majority for the first time in 30 years,"Tessa Dooms, Program Director for Rivonia Circle, talks to Bianna Golodryga about the surprising results of the South African elections.","Jun 3, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
366,CNN,https://www.cnn.com/2024/06/02/world/video/ukraine-us-abrams-tanks-mark-hertling-digvid-nr,Hear retired US general's response to Ukrainian soldiers who say US-issued tanks are underperforming,"Retired US Army Lt. Gen. Mark Hertling, who spent part of his career aboard the Abrams tank, reacts to some Ukrainian soldiers telling CNN that their US-supplied Abrams tank are underperforming in the field.","Jun 3, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
368,CNN,https://www.cnn.com/2024/06/02/world/video/ukraine-frontline-rebekah-maciorowski-intv-06024aseg1-cnni-world-fast,Combat medic shares frontline experiences in Ukraine,"Rebekah Maciorowski, an American combat medic providing care for soldiers and civilians on the front lines, shares why she went to Ukraine and how changing warfare has made it even more difficult to provide medical attention.","Jun 2, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
369,CNN,https://www.cnn.com/2024/06/02/world/video/ukraine-soldiers-germany-prosthetics-fred-pleitgen-pkg-06024aseg2-cnni-world-fast,Germany makes prosthetic legs for injured Ukrainians,"Tens of thousands of Ukrainian troops have lost limbs during the brutal war in their country, according to estimates. There are prosthetic technologies to help them live a better life, but there are not enough trained technicians in Ukraine to use ...","Jun 2, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
372,CNN,https://www.cnn.com/2024/05/31/world/video/us-ukraine-weapons-fred-pleitgen-fst053102pseg1-cnni-world-fast,Biden allows Ukraine to carry out limited strikes within Russia using U.S. weapons,"After weeks of heightened pressure on Ukraine’s front lines, the Biden administration has allowed Zelensky to authorize certain strikes on Russian soil using U.S. weaponry. To understand how this could change the course of the ...","Jun 1, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
377,CNN,https://www.cnn.com/2024/05/30/world/video/ctw-spies-campbell-pkg-053010aseg1-cnni-world-fast,Ongoing Russia-Ukraine war could bring next generation of spies,"With war between Russia and Ukraine grinding on, U.S. intelligence is on the lookout for Russian insiders to share strategic information. CNN’s Josh Campbell reports. ","May 30, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
380,CNN,https://www.cnn.com/2024/05/29/world/video/weapon-ammunition-deliveries-ukraine-us-military-christine-wormuth-liebermann-dnt-ebof-digvid,Here’s how US weapon deliveries to Ukraine have led to a boost for US military,"CNN’s Oren Liebermann reports from inside an artillery manufacturing facility and speaks with US Secretary of the Army Christine Wormuth, who explained how US weapon deliveries to Ukraine have led to a boost for the US military.","May 30, 2024",2024-10-13 13:35:14.878622,Ukraine War,Oren Liebermann,Ukraine,
382,CNN,https://www.cnn.com/2024/05/29/world/video/stoltenberg-ukraine-nato-intw-052801pseg1-cnni-world-fast,Ukraine should have the right to strike targets inside Russia,NATO Secretary General Jens Stoltenberg says it’s urgent for Ukraine to use their weapons to strike back against Russian attacks,"May 29, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
383,CNN,https://www.cnn.com/2024/05/29/world/video/abrams-tanks-ukraine-walsh-pkg-052908aseg1-cnni-world-fast,Why U.S. tanks are coming up short in Eastern Ukraine,"In Eastern Ukraine, CNN’s Nick Paton Walsh reports exclusively that U.S.-supplied Abrams tanks are coming up short as the Ukrainian army finds itself losing ground along the frontline. ","May 29, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
385,CNN,https://www.cnn.com/2024/05/29/world/video/abrams-tanks-ukraine-russia-nick-paton-walsh-digvid,‘Not sufficient’: Ukrainian soldiers detail how US-supplied tank is faring in war,"CNN chief international security correspondent Nick Paton Walsh talks to Ukrainians on the frontlines of the war against Russia, whose use of US-supplied Abrams tanks isn’t going to plan. ","May 29, 2024",2024-10-13 13:35:14.878622,Ukraine War,Nick Paton Walsh,Ukraine,
386,CNN,https://www.cnn.com/2024/05/29/world/video/ukraine-western-weapons-strike-inside-russia-david-sanger-intv-052902aseg2-cnni-world-fast,Growing calls to allow Ukraine to strike inside Russia with Western weapons,Rosemary Church asks CNN Political and National Security Analyst David Sanger about debates happening within the Biden administration about whether to allow Ukraine to use U.S.-supplied weapons to strike military targets inside Russia. ,"May 29, 2024",2024-10-13 13:35:14.878622,Ukraine War,Allison Glennie,Ukraine,
387,CNN,https://www.cnn.com/2024/05/28/world/video/zelensky-visit-europe-bell-live-052808aseg1-cnni-world-fast,Belgium to provide Ukraine with 30 F-16 fighter jets,"Ukrainian President Volodymyr Zelensky continues his visit to Europe as he seeks military support in his country’s fight against Russia, CNN’s Melissa Bell reports on what his trip has achieved so far. ","May 28, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
388,CNN,https://www.cnn.com/2024/05/28/world/video/ukraine-russia-war-kharkiv-strike-bell-lkl-052812aseg1-cnni-world-fast,Strike on Kharkiv store is deadliest attack Ukraine has seen in weeks,"Eighteen people, including a 12-year-old girl, are among those killed in a Russian strike that hit a large hardware store in Kharkiv over the weekend. It’s the deadliest attack Ukraine has endured in several weeks. ","May 28, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
390,CNN,https://www.cnn.com/2024/05/27/world/video/npw-kharkiv-dnt-fst052702pseg2-cnni-world-fast,Russian attacks devastate Eastern Ukraine,"An overnight strike in Eastern Ukraine has left behind a trail of loss and heartbreak, showcasing the mounting pressure of Russia’s invasion. Nick Paton Walsh reports.","May 28, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
391,CNN,https://www.cnn.com/2024/05/27/world/video/latvian-president-fst052701pseg1-cnni-world-fast,"""A consequence of our inability to provide Ukraine with weapons"": Latvian President",Latvian President Edgar Rinkēvičs tells Christiane Amanpour that the situation in Ukraine is critical and agrees that NATO allies should lift some restrictions on Ukraine’s use of donated weapons. ,"May 27, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
393,CNN,https://www.cnn.com/videos/tv/2024/05/27/edgars-rinkevics-latvia-ukraine-russia-nato.cnn,Latvian President: 'No reason' to prevent Ukraine from striking Russia,Latvian President Edgars Rinkēvičs tells Christiane Amanpour Russian advances in Ukraine are “a consequence of our inability to provide Ukraine with weapons and putting restrictions” on their use.,"May 27, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
394,CNN,https://www.cnn.com/2024/05/27/world/video/ukrainian-soldiers-frontline-treated-dugout-digvid,CNN witnesses Ukrainian soldiers being treated after blast hits dugout,"Inside a stabilization unit in eastern Ukraine, CNN witnesses how Ukrainian soldiers are treated following a Russian attack on the frontline. CNN’s Nick Paton Walsh has more.","May 27, 2024",2024-10-13 13:35:14.878622,Ukraine War,Nick Paton Walsh,Ukraine,
395,CNN,https://www.cnn.com/2024/05/27/world/video/zelensky-kharkiv-peace-summit-vo-sot-052704aseg1-cnni-world-fast,Zelensky urges U.S. and China to join peace summit,Ukraine’s president makes a plea to U.S. President Joe Biden and Chinese President Xi Jinping to attend an upcoming peace summit. ,"May 27, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
396,CNN,https://www.cnn.com/2024/05/27/world/video/inside-kharkiv-store-attack-moment-digvid,Video from inside Kharkiv store captures deadly explosions from Russian strike,The Prosecutor General’s Office of Ukraine has released a video from inside a Kharkiv hardware store that was the target of a deadly Russian attack.,"May 27, 2024",2024-10-13 13:35:14.878622,Ukraine War,Austin Mabeus,Ukraine,
400,CNN,https://www.cnn.com/2024/05/26/world/video/ukraine-weapons-malcolm-davis-intv-05263aseg2-cnni-world-fast,Ukraine seeks to use Western weapons to strike Russia,"Malcolm Davis, senior analyst at the Australian Strategic Policy Institute, joins CNN’s Anna Coren to discuss the America’s stance on Ukraine using its weapons on targets in Russia.","May 26, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
401,CNN,https://www.cnn.com/2024/05/26/world/video/ukraine-mp-kinzruska-holmes-intv-052602aseg1-cnni-world-fast,Ukraine MP: Russia is destroying Kharkiv,"Viktoria Kinzburska, a Ukrainian member of parliament, tells CNN’s Michael Holmes, Russia is “destroying Kharkiv” with strikes on civilian infrastructure.","May 26, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
402,CNN,https://www.cnn.com/2024/05/26/world/video/walsh-lklv-052612a-seg1-cnni-world-fast,This video is no longer available,"CNN’s Nick Paton Walsh reports on how Russia is stepping up attacks on Ukraine’s second largest city, including a deadly strike on a packed hardware store. ","May 26, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
403,CNN,https://www.cnn.com/2024/05/25/world/video/russia-strikes-kharkiv-ukraine-npw-lkl-nr-digvid,Security cam shows moment hardware store was hit by Russian missile,"At least two people have been killed and 33 injured after a Russian strike hit a large hardware store in Kharkiv, Ukraine, according to officials. CNN’s Nick Paton Walsh reports.","May 26, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
407,CNN,https://www.cnn.com/2024/05/24/world/video/amanpour-andrea-kendall-taylor-ukraine-russia-intv-05241pseg1-cnni-world-fast,Analyst: Ukraine should be able to use U.S. weapons to strike into Russia,"As Russia targets Ukraine’s Kharkiv region, Bianna Golodryga speaks to Andrea Kendall-Taylor, Senior Fellow at the Center for a New American Security. ","May 24, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
408,CNN,https://www.cnn.com/videos/tv/2024/05/24/amanpour-andrea-kendall-taylor-ukraine.cnn,Will Biden allow Ukraine to use U.S. weapons to strike inside Russia?,"As Russia targets Ukraine’s Kharkiv region, Bianna Golodryga speaks to Andrea Kendall-Taylor, Senior Fellow at the Center for a New American Security.","May 24, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
409,CNN,https://www.cnn.com/2024/05/24/world/video/ukraine-russia-kharkiv-missile-attack-vo-tell-052403aseg2-cnni-world-fast,Ukraine reeling from latest missile strikes on Kharkiv,At least seven people were killed in Russian attacks on Kharkiv on Thursday. Ukraine’s President Volodymyr Zelensky says his country still doesn’t have the air defenses it needs to fight back. ,"May 24, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
410,CNN,https://www.cnn.com/2024/05/24/world/video/g7-meeting-russia-frozen-assets-sebastian-pkg-cnni-world-fast,G7 eyes Russia's financial assets frozen over Ukraine invasion,CNN’s Clare Sebastian reports on discussions among G7 countries about whether to distribute Russia’s frozen assets to Ukraine.,"May 24, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
411,CNN,https://www.cnn.com/2024/05/23/world/video/ctw-russia-ukraine-npw-dnt-052310aseg1-cnni-world-fast,CNN on the ground for Ukraine’s fight in the Kharkiv region,CNN’s Nick Paton Walsh exclusively joins Ukrainian troops on the front line as they take cover from drones in the Kharkiv region.,"May 23, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
414,CNN,https://www.cnn.com/2024/05/22/world/video/lyptsi-ukraine-village-russia-target-npw-pkg-digvid,‘Extraordinary’: Reporter reacts to 1940s era weapons Ukraine is using to fight off Russia,"CNN’s Nick Paton Walsh got exclusive access the heart of the town Ukraine cannot afford to lose, or else Russian artillery will be in range of Kharkiv.","May 23, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
417,CNN,https://www.cnn.com/2024/05/21/world/video/npw-pkg-ukraine-frontline-052102pseg2-cnni-world-fast,The secretive Ukrainian Drone Unit tasked with dropping mines into Russia,"As soldiers on the front lines wait impatiently for U.S. military aid to arrive, Ukraine is pushing back and attacking Russia on its own soil with drones. Chief International Security Correspondent Nick Paton Walsh reports. ","May 22, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
418,CNN,https://www.cnn.com/2024/05/20/world/video/ukraine-drones-explosives-russia-npw-digvid,Ukrainian soldiers drop explosive payload into Russia with night drone,CNN’s Nick Paton Walsh shows how a Ukrainian drone team works tirelessly to send explosive payloads into Russian territory.,"May 21, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
421,CNN,https://www.cnn.com/videos/world/2024/05/19/gps-0519-david-petraeus-on-ukraine.cnn,On GPS: Can Ukraine hold out against Russia?,"Fareed asks David Petraeus, former CIA director and retired US Army general, whether he thinks Ukrainian troops can hold their front lines against Russia’s new offensive near Kharkiv.","May 19, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
422,CNN,https://www.cnn.com/2024/05/16/world/video/vovchansk-ukraine-evacuation-cnn-rides-along-npw-pkg-digvid,CNN rides along with evacuation unit in Ukraine as Russia advances on town,"CNN chief international security correspondent Nick Paton Walsh joins a police evacuation unit in Vovchansk, Ukraine, as the Russian military advances on the town. ","May 19, 2024",2024-10-13 13:35:14.878622,Ukraine War,Caroline Baxendale,Ukraine,
423,CNN,https://www.cnn.com/2024/05/19/world/video/uksy-win-051912a-seg2-cnni-world-fast,Oleksandr Uysk defeats Tyson Fury,Ukraine’s Oleksandr Usyk wins undisputed heavyweight title by split decision.,"May 19, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
425,CNN,https://www.cnn.com/videos/tv/2024/05/18/russia-china-ukraine-war-rasmussen-amanpour.cnn,"Russia and China 'want a world dominated by dictators,' says ex-NATO chief","Former NATO Secretary General Anders Fogh Rasmussen discusses the latest anti-US axis photo op, and the increasingly dire situation in Ukraine.","May 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
427,CNN,https://www.cnn.com/2024/05/18/world/video/hodge-live-051804aseg2-cnni-world-fast,Zelensky: Russia hasn't reached main defense line in Kharkiv,CNN’s Nathan Hodge talks to Kim Brunhuber about the gains Russia is making as it moves further into the Kharkiv region of Ukraine.,"May 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
429,CNN,https://www.cnn.com/2024/05/18/world/video/kharkiv-life-russian-offensive-viktoria-kinzburska-intv-051803aseg1-cnni-world-fast,Life in Kharkiv as Russia presses on with offensive in Ukraine,,"May 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
431,CNN,https://www.cnn.com/2024/05/18/world/video/paton-walsh-lklv-051812a-seg1-cnni-world-fast,Intense battles in Kharkiv,"Nick Paton Walsh reports that Ukrainian officials say more than 25,000 Russian troops are taking part in Kharkiv operation.","May 18, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
432,CNN,https://www.cnn.com/2024/05/17/world/video/ctw-palestinian-state-recognition-kinkade-robert-golob-intv-051710aseg1-cnni-world-fast,Slovenia to recognize Palestinian state mid-June,"“The recognition itself was meant to come at the end of the two-state solution process, but what we’re witnessing now… we cannot stand still,” Slovenia’s Prime Minister Robert Golob tells CNN’s Lynda Kinkade.","May 17, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
433,CNN,https://www.cnn.com/2024/05/17/world/video/ctw-ukraine-npw-dnt-fst-051710aseg2-cnni-world-fast,Civilians flee as Russian troops near a Ukrainian town,CNN’s Nick Paton Walsh follows a Ukrainian couple as they flee their town with Russian forces approaching.,"May 17, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
435,CNN,https://www.cnn.com/2024/05/17/world/video/russia-ukraine-kharkiv-nato-robertson-live-051704aseg2-cnni-world-fast,"NATO says Russia lacks numbers for ""strategic"" breakthrough in Kharkiv",NATO says it believes Russian forces don’t have the numbers to make a “strategic” breakthrough in the Kharkiv region. Max Foster speaks with CNN’s International Diplomatic Editor Nic Robertson about the situation in Ukraine. ,"May 17, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
437,CNN,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-16-24-intl-hnk/index.html,"May 16, 2024 - Russia’s war in Ukraine","Russian President Vladimir Putin has met Chinese leader Xi Jinping in Beijing, emboldened by the survival of his wartime economy and Russia’s advances in Ukraine.","May 17, 2024",2024-10-13 13:35:14.878622,Ukraine War,Helen Regan,Ukraine,
438,CNN,https://www.cnn.com/videos/tv/2024/05/16/amanpour-umerov-ukraine.cnn,"Russia's offensive near Kharkiv: 'Situation hard but under control,' says Ukrainian Defence Minister",Christiane Amanpour speaks with Ukrainian Defense Minister Rustem Umerov as the country grapples with a Russian offensive in north-eastern Ukraine.,"May 17, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
439,CNN,https://www.cnn.com/2024/05/16/world/video/ukraine-russia-war-intv-rustem-umerov-defense-minister-amanpour-fast-051601-cnni-world,Ukraine’s Defense Minister gives CNN the latest from the frontlines,Ukraine’s new Defense Minister Rustem Umerov talks to Christiane about the state of the country’s war with Russia as Moscow pushes forward on multiple fronts.  ,"May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
440,CNN,https://www.cnn.com/videos/tv/2024/05/16/amanpouur-wesley-clark-ukraine.cnn,Ukraine needs 'policy change in Washington and NATO' to push Russia back: Fmr NATO Supreme Allied Commander,"Christiane Amanpour speaks to former NATO Supreme Allied Commander and Military Analyst, General Wesley Clark, about what more needs to be done to push Russia back from Ukraine’s frontline.","May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
442,CNN,https://www.cnn.com/2024/05/16/world/video/blinken-kyiv-performance-1999-band-intv-051602aseg2-cnni-world-fast,Ukrainian band talks about sharing the stage with Antony Blinken,"CNN’s Rosemary Church talks to members of the Ukrainian band 19.99, who performed Neil Young’s “Rockin’ in the Free World” with U.S. Secretary of State Antony Blinken during his recent visit to Kyiv. ","May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
443,CNN,https://www.cnn.com/2024/05/16/world/video/ukraine-kharkiv-front-lines-paton-walsh-lok-051602aseg1-cnni-world-fast,Russian forces push offensive in Ukraine's northeast,"CNN’s Nick Paton Walsh reports from Kharkiv, Ukraine, where Russian forces have been gaining ground after launching a surprise cross-border assault on Friday.","May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
444,CNN,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-15-24/index.html,"May 15, 2024 - Russia’s war in Ukraine",US Secretary of State Antony Blinken announced $2 billion in military financing for Ukraine as Russia is pushing into northeastern part of the country.,"May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Heather Chen,Ukraine,
446,CNN,https://www.cnn.com/2024/05/15/world/video/slovakia-shooting-nic-live-051502pseg1-cnni-world,Assassination attempt on Slovakia's Prime Minister,"Isa Soares speaks with Fmr. Senior Adviser to the Deputy Foreign Minister of Slovakia, Milan Nic, after a shocking attack on the Slovak Prime Minister.","May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
447,CNN,https://www.cnn.com/videos/world/2024/05/15/slovakia-prime-minister-shot-digvid.cnn,Video shows Slovakia's Prime Minister bundled into car after being shot,"Slovakia’s Prime Minister Robert Fico was shot after a government meeting and is being treated in hospital, the country’s state news agency reported Wednesday.","May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
448,CNN,https://www.cnn.com/2024/05/15/politics/video/boris-johnson-trump-ukraine-aid-russia-digvid,Hear why Boris Johnson says Trump played important role in aiding Ukraine,"CNN’s Jake Tapper speaks with the former Prime Minister of the United Kingdom Boris Johnson, who had a close working relationship with Former President Donald Trump, about their frequent phone conversations about supporting ...","May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
449,CNN,https://www.cnn.com/2024/05/15/world/video/video-appears-to-show-moment-slovakias-prime-minister-was-shot,Video appears to show moment Slovakia’s prime minister was shot,Five shots are heard in a video that appears to capture the moment Slovakia’s prime minister Robert Fico was shot in the town of Handlova on Wednesday.,"May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
450,CNN,https://www.cnn.com/2024/05/15/world/video/the-lead-boris-johnson-ukraine-russia-war-jake-tapper,Boris Johnson's message to Republicans against Ukraine aid,Boris Johnson joins The Lead,"May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
452,CNN,https://www.cnn.com/2024/05/15/world/video/slovakia-prime-minister-shot-digvid,Video shows Slovakian prime minister moments after being shot,"Slovakia’s Prime Minister Robert Fico was shot after a government meeting and is being treated in hospital, the country’s state news agency reported Wednesday.","May 16, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
453,CNN,https://www.cnn.com/videos/world/2024/05/15/ukraine-withdraws-troops-kharkiv-russia-digvid.cnn,'Catastrophic moment': Russia advances on key city in Ukraine,"Ukrainian President Volodymyr Zelensky is postponing his participation in all international events scheduled for the coming days due to the situation in the Kharkiv region, his office announced, as Russia continues its push into the ...","May 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
455,CNN,https://www.cnn.com/2024/05/15/world/video/ukraine-withdraws-troops-kharkiv-russia-digvid,'Catastrophic moment': Russia advances on key city in Ukraine,"Ukrainian President Volodymyr Zelensky is postponing his participation in all international events scheduled for the coming days due to the situation in the Kharkiv region, his office announced, as Russia continues its push into the ...","May 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
456,CNN,https://www.cnn.com/2024/05/15/world/video/ukraine-blinken-kharkiv-kyiv-vo-sot-robertson-041504aseg1-cnni-world-fast,Kharkiv region faces heavy fighting amid Russian assault,CNN’s Nic Robertson reports on U.S. Secretary of State Blinken’s visit to Ukraine and the ongoing atttacks there. ,"May 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
457,CNN,https://www.cnn.com/2024/05/15/world/video/russia-advances-ukraine-kharkiv-donetsk-paton-walsh-lok-051502aseg2-cnni-world-fast,Russia looks to exploit Ukraine’s weaknesses in a series of frontline locations,"CNN’s Nick Paton Walsh reports from Ukraine, where Russian troops have been gaining ground in the country’s northern Kharkiv region as they look to divert Ukraine’s limited resources away from the frontline battles unfolding farther south.","May 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
458,CNN,https://www.cnn.com/2024/05/15/world/video/secretary-state-blinken-ukraine-sings-guitar-ldn-digvid,US Secretary of State Blinken rocks out in Kyiv,"US Secretary of State, Antony Blinken, picked up a guitar and performed Neil Young’s “Rockin’ in the Free World” on stage in Kyiv during a surprise trip to Ukraine.","May 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
459,CNN,https://www.cnn.com/2024/05/15/world/video/blinken-ukraine-schmidt-intvw-051512aseg1-cnni-world-fast,Kharkiv under attack as Blinken visits Kyiv,"Officials say children were among those wounded when Russian glide bombs hit civilian infrastructure in Kharkiv. Meantime, U.S. Secretary of State Antony Blinken is holding talks with officials in the capital. CNN’s John Vause discusses all this ...","May 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
460,CNN,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-05-14-24/index.html,"May 14, 2024 - Russia’s war in Ukraine","Antony Blinken met with Volodymyr Zelensky in Kyiv earlier Tuesday, where the Ukrainian president told the US secretary of state that Ukraine urgently needs more air defenses.","May 15, 2024",2024-10-13 13:35:14.878622,Ukraine War,Ivana Kottasová,Ukraine,
462,CNN,https://www.cnn.com/videos/tv/2024/05/14/amanpour-andriy-zagorodnyuk.cnn,'The only way to end this war is for Ukraine to win it': Former Ukrainian Defense Minister,"As U.S. Secretary of State Antony Blinken visits Kyiv, Russia makes advances on the battlefield in the northern Kharkiv region. Former Ukrainian Defense Minister Andriy Zagorodnyuk joins Christiane to discuss what they need to defeat Putin.","May 14, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
463,CNN,https://www.cnn.com/videos/world/2024/05/14/ukraine-russia-advances-kharkiv-us-aid-leighton-nr-cnni-intl-ldn-digvid.cnn,Ret. colonel: US aid to Ukraine didn't arrive in time to prevent Russia's advances,"Russia continues to push into northeastern Ukraine after making several major advances over the past week, marking Moscow’s most significant gains since Kyiv’s forces recaptured Kharkiv in 2022. Retired colonel Cedric Leighton joins ...","May 14, 2024",2024-10-13 13:35:14.878622,Ukraine War,Unknown,Ukraine,
